Scaffold	Position	GC_Content	AT_Content
651kb_full_HGT_region	607000	40.95	59.05
651kb_full_HGT_region	608000	36.35	63.65
651kb_full_HGT_region	609000	29.75	70.25
651kb_full_HGT_region	610000	37.80	62.20
651kb_full_HGT_region	611000	42.70	57.30
651kb_full_HGT_region	612000	38.25	61.75
651kb_full_HGT_region	613000	42.80	57.20
651kb_full_HGT_region	614000	42.55	57.45
651kb_full_HGT_region	615000	38.80	61.20
651kb_full_HGT_region	616000	39.00	61.00
651kb_full_HGT_region	617000	38.00	62.00
651kb_full_HGT_region	618000	36.70	63.30
651kb_full_HGT_region	619000	36.90	63.10
651kb_full_HGT_region	620000	38.90	61.10
651kb_full_HGT_region	621000	39.70	60.30
651kb_full_HGT_region	622000	39.70	60.30
651kb_full_HGT_region	623000	39.25	60.75
651kb_full_HGT_region	624000	37.50	62.50
651kb_full_HGT_region	625000	36.60	63.40
651kb_full_HGT_region	626000	38.65	61.35
651kb_full_HGT_region	627000	38.90	61.10
651kb_full_HGT_region	628000	37.20	62.80
651kb_full_HGT_region	629000	41.00	59.00
651kb_full_HGT_region	630000	44.85	55.15
651kb_full_HGT_region	631000	44.20	55.80
651kb_full_HGT_region	632000	41.50	58.50
651kb_full_HGT_region	633000	39.70	60.30
651kb_full_HGT_region	634000	40.40	59.60
651kb_full_HGT_region	635000	39.30	60.70
651kb_full_HGT_region	636000	37.30	62.70
651kb_full_HGT_region	637000	36.75	63.25
651kb_full_HGT_region	638000	40.45	59.55
651kb_full_HGT_region	639000	45.90	54.10
651kb_full_HGT_region	640000	45.35	54.65
651kb_full_HGT_region	641000	38.65	61.35
651kb_full_HGT_region	642000	33.70	66.30
651kb_full_HGT_region	643000	33.35	66.65
651kb_full_HGT_region	644000	32.20	67.80
651kb_full_HGT_region	645000	32.45	67.55
651kb_full_HGT_region	646000	34.40	65.60
651kb_full_HGT_region	647000	37.90	62.10
651kb_full_HGT_region	648000	42.10	57.90
651kb_full_HGT_region	649000	42.20	57.80
651kb_full_HGT_region	650000	40.25	59.75
