Scaffold	Position	GC_Content	AT_Content
SUPER_GRC2	63500000	36.26	63.74
SUPER_GRC2	63600000	36.24	63.66
SUPER_GRC2	63700000	37.12	62.78
SUPER_GRC2	63800000	37.39	62.51
SUPER_GRC2	63900000	36.77	63.03
SUPER_GRC2	64000000	36.08	63.82
SUPER_GRC2	64100000	36.76	63.24
SUPER_GRC2	64200000	36.90	63.10
SUPER_GRC2	64300000	36.08	63.92
SUPER_GRC2	64400000	36.83	63.17
SUPER_GRC2	64500000	37.82	62.18
SUPER_GRC2	64600000	37.92	61.98
SUPER_GRC2	64700000	36.86	63.04
SUPER_GRC2	64800000	35.51	64.39
SUPER_GRC2	64900000	35.43	64.37
SUPER_GRC2	65000000	36.33	63.47
SUPER_GRC2	65100000	36.05	63.75
SUPER_GRC2	65200000	35.15	64.75
SUPER_GRC2	65300000	35.09	64.81
SUPER_GRC2	65400000	35.86	64.04
SUPER_GRC2	65500000	37.85	62.15
SUPER_GRC2	65600000	37.64	62.36
SUPER_GRC2	65700000	35.37	64.63
SUPER_GRC2	65800000	35.52	64.38
SUPER_GRC2	65900000	35.77	64.13
SUPER_GRC2	66000000	34.87	65.13
SUPER_GRC2	66100000	35.21	64.79
SUPER_GRC2	66200000	35.15	64.85
SUPER_GRC2	66300000	34.79	65.21
SUPER_GRC2	66400000	35.09	64.91
SUPER_GRC2	66500000	35.57	64.33
SUPER_GRC2	66600000	35.67	64.23
SUPER_GRC2	66700000	35.87	64.03
SUPER_GRC2	66800000	36.17	63.63
SUPER_GRC2	66900000	35.43	64.47
SUPER_GRC2	67000000	35.22	64.78
SUPER_GRC2	67100000	35.37	64.53
SUPER_GRC2	67200000	36.04	63.86
SUPER_GRC2	67300000	37.13	62.87
SUPER_GRC2	67400000	37.30	62.70
SUPER_GRC2	67500000	37.29	62.71
SUPER_GRC2	67600000	37.27	62.73
SUPER_GRC2	67700000	36.27	63.73
SUPER_GRC2	67800000	35.66	64.34
SUPER_GRC2	67900000	36.50	63.50
SUPER_GRC2	68000000	37.39	62.61
SUPER_GRC2	68100000	36.92	62.98
SUPER_GRC2	68200000	36.41	63.49
SUPER_GRC2	68300000	36.03	63.97
SUPER_GRC2	68400000	35.53	64.47
SUPER_GRC2	68500000	35.96	64.04
SUPER_GRC2	68600000	35.45	64.55
SUPER_GRC2	68700000	35.34	64.56
SUPER_GRC2	68800000	35.63	64.27
SUPER_GRC2	68900000	35.12	64.88
SUPER_GRC2	69000000	35.63	64.27
SUPER_GRC2	69100000	36.36	63.53
SUPER_GRC2	69200000	35.83	64.17
SUPER_GRC2	69300000	35.75	64.25
SUPER_GRC2	69400000	36.49	63.41
SUPER_GRC2	69500000	36.50	63.40
SUPER_GRC2	69600000	36.64	63.36
SUPER_GRC2	69700000	37.64	62.36
SUPER_GRC2	69800000	38.12	61.88
SUPER_GRC2	69900000	36.45	63.55
SUPER_GRC2	70000000	35.35	64.65
SUPER_GRC2	70100000	35.53	64.47
SUPER_GRC2	70200000	35.80	64.20
SUPER_GRC2	70300000	36.54	63.46
SUPER_GRC2	70400000	36.44	63.47
SUPER_GRC2	70500000	35.91	64.00
SUPER_GRC2	70600000	36.03	63.87
SUPER_GRC2	70700000	35.84	64.06
SUPER_GRC2	70800000	35.65	64.25
SUPER_GRC2	70900000	35.69	64.21
SUPER_GRC2	71000000	35.19	64.81
SUPER_GRC2	71100000	34.84	65.16
SUPER_GRC2	71200000	35.73	64.27
SUPER_GRC2	71300000	35.96	64.04
SUPER_GRC2	71400000	36.47	63.43
SUPER_GRC2	71500000	37.22	62.68
SUPER_GRC2	71600000	36.92	63.08
SUPER_GRC2	71700000	36.87	63.13
SUPER_GRC2	71800000	36.66	63.33
SUPER_GRC2	71900000	36.91	63.09
SUPER_GRC2	72000000	37.09	62.91
SUPER_GRC2	72100000	37.05	62.94
SUPER_GRC2	72200000	37.08	62.82
SUPER_GRC2	72300000	37.07	62.83
SUPER_GRC2	72400000	37.03	62.87
SUPER_GRC2	72500000	36.88	63.02
SUPER_GRC2	72600000	36.73	63.17
SUPER_GRC2	72700000	36.59	63.30
SUPER_GRC2	72800000	36.47	63.43
SUPER_GRC2	72900000	35.66	64.24
SUPER_GRC2	73000000	35.55	64.45
SUPER_GRC2	73100000	35.77	64.23
SUPER_GRC2	73200000	35.75	64.25
SUPER_GRC2	73300000	36.01	63.99
SUPER_GRC2	73400000	36.45	63.55
SUPER_GRC2	73500000	36.45	63.55
SUPER_GRC2	73600000	36.34	63.66
SUPER_GRC2	73700000	36.42	63.58
SUPER_GRC2	73800000	36.02	63.88
SUPER_GRC2	73900000	36.48	63.42
SUPER_GRC2	74000000	36.59	63.41
SUPER_GRC2	74100000	36.17	63.83
SUPER_GRC2	74200000	35.98	64.02
SUPER_GRC2	74300000	35.76	64.24
SUPER_GRC2	74400000	35.08	64.92
SUPER_GRC2	74500000	34.86	65.04
SUPER_GRC2	74600000	36.47	63.43
SUPER_GRC2	74700000	36.50	63.30
SUPER_GRC2	74800000	34.95	64.85
SUPER_GRC2	74900000	35.14	64.86
SUPER_GRC2	75000000	35.05	64.95
SUPER_GRC2	75100000	34.90	65.10
SUPER_GRC2	75200000	35.57	64.43
SUPER_GRC2	75300000	36.09	63.81
SUPER_GRC2	75400000	35.63	64.27
SUPER_GRC2	75500000	35.97	63.93
SUPER_GRC2	75600000	36.99	62.81
SUPER_GRC2	75700000	35.89	64.01
SUPER_GRC2	75800000	34.97	65.03
SUPER_GRC2	75900000	35.01	64.99
SUPER_GRC2	76000000	36.28	63.72
SUPER_GRC2	76100000	36.53	63.47
SUPER_GRC2	76200000	35.88	64.12
SUPER_GRC2	76300000	35.72	64.18
SUPER_GRC2	76400000	35.72	64.18
SUPER_GRC2	76500000	37.36	62.54
SUPER_GRC2	76600000	36.52	63.38
SUPER_GRC2	76700000	34.93	65.07
SUPER_GRC2	76800000	35.30	64.70
SUPER_GRC2	76900000	35.44	64.56
SUPER_GRC2	77000000	35.92	64.08
SUPER_GRC2	77100000	35.93	64.07
SUPER_GRC2	77200000	35.43	64.57
SUPER_GRC2	77300000	37.06	62.84
SUPER_GRC2	77400000	37.96	61.94
SUPER_GRC2	77500000	37.39	62.61
SUPER_GRC2	77600000	36.59	63.41
SUPER_GRC2	77700000	35.44	64.56
SUPER_GRC2	77800000	34.96	64.94
SUPER_GRC2	77900000	35.53	64.37
SUPER_GRC2	78000000	36.17	63.83
SUPER_GRC2	78100000	35.23	64.67
SUPER_GRC2	78200000	34.55	65.35
SUPER_GRC2	78300000	34.73	65.27
SUPER_GRC2	78400000	34.97	65.03
SUPER_GRC2	78500000	34.96	65.04
SUPER_GRC2	78600000	35.37	64.63
SUPER_GRC2	78700000	36.01	63.99
SUPER_GRC2	78800000	35.48	64.52
SUPER_GRC2	78900000	35.30	64.70
SUPER_GRC2	79000000	35.79	64.21
SUPER_GRC2	79100000	35.89	64.11
SUPER_GRC2	79200000	36.15	63.85
SUPER_GRC2	79300000	36.71	63.29
SUPER_GRC2	79400000	36.90	63.10
SUPER_GRC2	79500000	36.22	63.68
SUPER_GRC2	79600000	36.27	63.63
SUPER_GRC2	79700000	35.43	64.57
SUPER_GRC2	79800000	34.39	65.61
SUPER_GRC2	79900000	34.77	65.23
SUPER_GRC2	80000000	35.44	64.56
SUPER_GRC2	80100000	36.24	63.76
SUPER_GRC2	80200000	36.53	63.47
SUPER_GRC2	80300000	35.66	64.34
SUPER_GRC2	80400000	35.25	64.75
SUPER_GRC2	80500000	35.08	64.92
SUPER_GRC2	80600000	34.64	65.36
SUPER_GRC2	80700000	36.03	63.87
SUPER_GRC2	80800000	36.84	63.06
SUPER_GRC2	80900000	34.81	65.19
SUPER_GRC2	81000000	32.88	67.12
SUPER_GRC2	81100000	33.31	66.69
SUPER_GRC2	81200000	34.37	65.63
SUPER_GRC2	81300000	35.67	64.33
SUPER_GRC2	81400000	36.28	63.72
SUPER_GRC2	81500000	36.15	63.85
SUPER_GRC2	81600000	37.17	62.83
SUPER_GRC2	81700000	37.25	62.75
SUPER_GRC2	81800000	36.44	63.46
SUPER_GRC2	81900000	36.19	63.61
SUPER_GRC2	82000000	35.79	64.11
SUPER_GRC2	82100000	35.32	64.58
SUPER_GRC2	82200000	35.33	64.57
SUPER_GRC2	82300000	36.55	63.45
SUPER_GRC2	82400000	37.21	62.79
SUPER_GRC2	82500000	36.32	63.68
SUPER_GRC2	82600000	35.71	64.29
SUPER_GRC2	82700000	35.66	64.24
SUPER_GRC2	82800000	35.72	64.18
SUPER_GRC2	82900000	36.78	63.22
SUPER_GRC2	83000000	36.35	63.65
SUPER_GRC2	83100000	36.58	63.42
SUPER_GRC2	83200000	37.89	62.01
SUPER_GRC2	83300000	37.98	61.92
SUPER_GRC2	83400000	38.03	61.97
SUPER_GRC2	83500000	37.42	62.48
SUPER_GRC2	83600000	36.69	63.21
SUPER_GRC2	83700000	35.82	64.18
SUPER_GRC2	83800000	34.59	65.31
SUPER_GRC2	83900000	34.37	65.43
SUPER_GRC2	84000000	35.76	64.04
SUPER_GRC2	84100000	36.12	63.78
SUPER_GRC2	84200000	35.91	64.09
SUPER_GRC2	84300000	36.46	63.54
SUPER_GRC2	84400000	35.90	64.10
SUPER_GRC2	84500000	35.86	64.14
SUPER_GRC2	84600000	35.28	64.52
SUPER_GRC2	84700000	34.21	65.59
SUPER_GRC2	84800000	34.27	65.73
SUPER_GRC2	84900000	34.02	65.98
SUPER_GRC2	85000000	35.24	64.76
SUPER_GRC2	85100000	35.77	64.13
SUPER_GRC2	85200000	35.27	64.53
SUPER_GRC2	85300000	34.42	65.48
SUPER_GRC2	85400000	33.74	66.26
SUPER_GRC2	85500000	34.59	65.41
SUPER_GRC2	85600000	35.00	65.00
SUPER_GRC2	85700000	33.55	66.45
SUPER_GRC2	85800000	33.30	66.70
SUPER_GRC2	85900000	33.67	66.23
SUPER_GRC2	86000000	33.50	66.40
SUPER_GRC2	86100000	34.53	65.47
SUPER_GRC2	86200000	35.24	64.66
SUPER_GRC2	86300000	35.89	64.01
SUPER_GRC2	86400000	37.39	62.61
SUPER_GRC2	86500000	36.86	63.14
SUPER_GRC2	86600000	35.79	64.21
SUPER_GRC2	86700000	35.79	64.21
SUPER_GRC2	86800000	35.98	64.02
SUPER_GRC2	86900000	36.43	63.47
SUPER_GRC2	87000000	36.33	63.57
SUPER_GRC2	87100000	37.53	62.37
SUPER_GRC2	87200000	37.72	62.08
SUPER_GRC2	87300000	36.88	63.02
SUPER_GRC2	87400000	36.75	63.25
SUPER_GRC2	87500000	35.92	64.08
SUPER_GRC2	87600000	35.54	64.46
SUPER_GRC2	87700000	36.22	63.78
SUPER_GRC2	87800000	36.50	63.40
SUPER_GRC2	87900000	35.91	63.99
SUPER_GRC2	88000000	35.87	64.13
SUPER_GRC2	88100000	36.33	63.67
SUPER_GRC2	88200000	35.98	64.02
SUPER_GRC2	88300000	35.79	64.21
SUPER_GRC2	88400000	36.23	63.77
SUPER_GRC2	88500000	35.90	64.10
SUPER_GRC2	88600000	35.35	64.65
SUPER_GRC2	88700000	35.87	64.13
SUPER_GRC2	88800000	36.12	63.88
SUPER_GRC2	88900000	35.12	64.88
SUPER_GRC2	89000000	35.44	64.56
SUPER_GRC2	89100000	35.61	64.39
SUPER_GRC2	89200000	34.92	65.08
SUPER_GRC2	89300000	34.25	65.75
SUPER_GRC2	89400000	34.09	65.91
SUPER_GRC2	89500000	34.64	65.16
SUPER_GRC2	89600000	34.55	65.15
SUPER_GRC2	89700000	34.60	65.30
SUPER_GRC2	89800000	35.03	64.97
SUPER_GRC2	89900000	35.67	64.33
SUPER_GRC2	90000000	35.68	64.32
SUPER_GRC2	90100000	36.14	63.86
SUPER_GRC2	90200000	36.19	63.81
SUPER_GRC2	90300000	35.63	64.37
SUPER_GRC2	90400000	33.91	65.99
SUPER_GRC2	90500000	32.96	66.94
SUPER_GRC2	90600000	33.75	66.15
SUPER_GRC2	90700000	33.37	66.33
SUPER_GRC2	90800000	33.11	66.69
SUPER_GRC2	90900000	32.49	67.51
SUPER_GRC2	91000000	33.53	66.47
SUPER_GRC2	91100000	34.25	65.75
SUPER_GRC2	91200000	33.19	66.81
SUPER_GRC2	91300000	33.92	66.08
SUPER_GRC2	91400000	35.11	64.89
SUPER_GRC2	91500000	35.66	64.34
SUPER_GRC2	91600000	36.17	63.83
SUPER_GRC2	91700000	35.37	64.53
SUPER_GRC2	91800000	35.01	64.89
SUPER_GRC2	91900000	35.77	64.23
SUPER_GRC2	92000000	35.19	64.81
SUPER_GRC2	92100000	35.40	64.60
SUPER_GRC2	92200000	35.39	64.61
SUPER_GRC2	92300000	35.40	64.60
SUPER_GRC2	92400000	36.33	63.57
SUPER_GRC2	92500000	35.99	63.91
SUPER_GRC2	92600000	35.30	64.60
SUPER_GRC2	92700000	35.55	64.35
SUPER_GRC2	92800000	36.00	64.00
SUPER_GRC2	92900000	35.22	64.78
SUPER_GRC2	93000000	35.61	64.39
SUPER_GRC2	93100000	38.21	61.79
SUPER_GRC2	93200000	38.44	61.56
SUPER_GRC2	93300000	37.37	62.63
SUPER_GRC2	93400000	37.08	62.82
SUPER_GRC2	93500000	36.70	63.10
SUPER_GRC2	93600000	36.54	63.36
SUPER_GRC2	93700000	36.50	63.50
SUPER_GRC2	93800000	39.39	60.51
SUPER_GRC2	93900000	41.74	58.06
SUPER_GRC2	94000000	38.22	61.68
SUPER_GRC2	94100000	34.56	65.44
SUPER_GRC2	94200000	33.88	66.12
SUPER_GRC2	94300000	34.64	65.26
SUPER_GRC2	94400000	37.57	62.33
SUPER_GRC2	94500000	37.72	62.28
SUPER_GRC2	94600000	37.11	62.89
SUPER_GRC2	94700000	36.51	63.49
SUPER_GRC2	94800000	35.23	64.77
SUPER_GRC2	94900000	35.28	64.72
SUPER_GRC2	95000000	33.81	66.19
SUPER_GRC2	95100000	33.38	66.62
SUPER_GRC2	95200000	34.52	65.38
SUPER_GRC2	95300000	34.72	65.18
SUPER_GRC2	95400000	34.72	65.08
SUPER_GRC2	95500000	36.21	63.59
SUPER_GRC2	95600000	36.07	63.93
SUPER_GRC2	95700000	35.23	64.77
SUPER_GRC2	95800000	35.23	64.77
SUPER_GRC2	95900000	35.08	64.92
SUPER_GRC2	96000000	36.02	63.98
SUPER_GRC2	96100000	37.26	62.74
SUPER_GRC2	96200000	37.52	62.48
SUPER_GRC2	96300000	36.94	63.06
SUPER_GRC2	96400000	37.33	62.57
SUPER_GRC2	96500000	36.29	63.61
SUPER_GRC2	96600000	35.23	64.77
SUPER_GRC2	96700000	36.17	63.83
SUPER_GRC2	96800000	35.73	64.27
SUPER_GRC2	96900000	33.85	66.05
SUPER_GRC2	97000000	34.36	65.54
SUPER_GRC2	97100000	35.22	64.78
SUPER_GRC2	97200000	35.78	64.22
SUPER_GRC2	97300000	36.70	63.30
SUPER_GRC2	97400000	36.79	63.21
SUPER_GRC2	97500000	36.80	63.20
SUPER_GRC2	97600000	36.24	63.76
SUPER_GRC2	97700000	36.31	63.69
SUPER_GRC2	97800000	37.47	62.53
SUPER_GRC2	97900000	38.39	61.61
SUPER_GRC2	98000000	37.75	62.25
SUPER_GRC2	98100000	35.99	64.01
SUPER_GRC2	98200000	35.61	64.39
SUPER_GRC2	98300000	36.19	63.81
SUPER_GRC2	98400000	36.03	63.97
SUPER_GRC2	98500000	35.62	64.38
SUPER_GRC2	98600000	33.57	66.43
SUPER_GRC2	98700000	32.18	67.82
SUPER_GRC2	98800000	31.48	68.52
SUPER_GRC2	98900000	30.72	69.28
SUPER_GRC2	99000000	31.83	68.17
SUPER_GRC2	99100000	33.55	66.45
SUPER_GRC2	99200000	34.27	65.73
SUPER_GRC2	99300000	35.07	64.93
SUPER_GRC2	99400000	37.39	62.61
SUPER_GRC2	99500000	37.89	62.11
SUPER_GRC2	99600000	36.57	63.43
SUPER_GRC2	99700000	36.03	63.87
SUPER_GRC2	99800000	37.43	62.47
SUPER_GRC2	99900000	37.70	62.20
SUPER_GRC2	100000000	36.10	63.80
SUPER_GRC2	100100000	36.55	63.45
SUPER_GRC2	100200000	38.32	61.68
SUPER_GRC2	100300000	39.13	60.87
SUPER_GRC2	100400000	37.63	62.37
SUPER_GRC2	100500000	36.60	63.30
SUPER_GRC2	100600000	36.53	63.37
SUPER_GRC2	100700000	35.77	64.23
SUPER_GRC2	100800000	35.35	64.65
SUPER_GRC2	100900000	34.54	65.36
SUPER_GRC2	101000000	34.16	65.74
SUPER_GRC2	101100000	34.61	65.39
SUPER_GRC2	101200000	37.45	62.55
SUPER_GRC2	101300000	39.80	60.20
SUPER_GRC2	101400000	38.80	61.20
SUPER_GRC2	101500000	37.88	62.12
SUPER_GRC2	101600000	37.24	62.76
SUPER_GRC2	101700000	37.21	62.79
SUPER_GRC2	101800000	36.32	63.68
SUPER_GRC2	101900000	36.44	63.56
SUPER_GRC2	102000000	37.25	62.75
SUPER_GRC2	102100000	36.32	63.68
SUPER_GRC2	102200000	35.87	64.13
SUPER_GRC2	102300000	36.33	63.67
SUPER_GRC2	102400000	36.66	63.34
SUPER_GRC2	102500000	35.90	64.10
SUPER_GRC2	102600000	35.94	64.06
SUPER_GRC2	102700000	36.16	63.84
SUPER_GRC2	102800000	36.09	63.91
SUPER_GRC2	102900000	36.70	63.30
SUPER_GRC2	103000000	37.26	62.74
SUPER_GRC2	103100000	37.31	62.69
SUPER_GRC2	103200000	35.59	64.41
SUPER_GRC2	103300000	34.70	65.30
SUPER_GRC2	103400000	34.77	65.13
SUPER_GRC2	103500000	36.69	63.21
SUPER_GRC2	103600000	38.30	61.70
SUPER_GRC2	103700000	37.52	62.48
SUPER_GRC2	103800000	37.18	62.82
SUPER_GRC2	103900000	37.77	62.23
SUPER_GRC2	104000000	38.39	61.61
SUPER_GRC2	104100000	36.99	63.01
SUPER_GRC2	104200000	36.50	63.50
SUPER_GRC2	104300000	37.05	62.95
SUPER_GRC2	104400000	36.52	63.48
SUPER_GRC2	104500000	36.00	64.00
SUPER_GRC2	104600000	36.27	63.73
SUPER_GRC2	104700000	36.11	63.89
SUPER_GRC2	104800000	35.43	64.58
SUPER_GRC2	104900000	35.13	64.87
SUPER_GRC2	105000000	34.97	65.03
SUPER_GRC2	105100000	34.91	65.09
SUPER_GRC2	105200000	35.02	64.98
SUPER_GRC2	105300000	35.02	64.98
SUPER_GRC2	105400000	34.90	65.10
SUPER_GRC2	105500000	35.08	64.92
SUPER_GRC2	105600000	35.30	64.70
SUPER_GRC2	105700000	35.29	64.71
SUPER_GRC2	105800000	35.01	64.99
SUPER_GRC2	105900000	34.69	65.31
SUPER_GRC2	106000000	34.71	65.29
SUPER_GRC2	106100000	34.83	65.17
SUPER_GRC2	106200000	35.23	64.77
SUPER_GRC2	106300000	35.31	64.69
SUPER_GRC2	106400000	35.10	64.90
SUPER_GRC2	106500000	35.18	64.82
SUPER_GRC2	106600000	35.05	64.95
SUPER_GRC2	106700000	34.69	65.21
SUPER_GRC2	106800000	34.76	65.14
SUPER_GRC2	106900000	35.05	64.95
SUPER_GRC2	107000000	35.10	64.90
SUPER_GRC2	107100000	36.36	63.54
SUPER_GRC2	107200000	38.09	61.71
SUPER_GRC2	107300000	36.95	62.95
SUPER_GRC2	107400000	36.07	63.83
SUPER_GRC2	107500000	36.21	63.69
SUPER_GRC2	107600000	35.49	64.51
SUPER_GRC2	107700000	35.78	64.22
SUPER_GRC2	107800000	36.43	63.57
SUPER_GRC2	107900000	36.22	63.78
SUPER_GRC2	108000000	35.48	64.42
SUPER_GRC2	108100000	36.08	63.72
SUPER_GRC2	108200000	37.00	62.90
SUPER_GRC2	108300000	36.50	63.50
SUPER_GRC2	108400000	35.53	64.37
SUPER_GRC2	108500000	36.20	63.70
SUPER_GRC2	108600000	36.78	63.22
SUPER_GRC2	108700000	36.48	63.52
SUPER_GRC2	108800000	36.82	63.18
SUPER_GRC2	108900000	36.61	63.39
SUPER_GRC2	109000000	36.51	63.49
SUPER_GRC2	109100000	35.99	64.01
SUPER_GRC2	109200000	35.13	64.87
SUPER_GRC2	109300000	35.55	64.45
SUPER_GRC2	109400000	35.75	64.25
SUPER_GRC2	109500000	36.90	63.00
SUPER_GRC2	109600000	38.68	61.22
SUPER_GRC2	109700000	38.12	61.88
SUPER_GRC2	109800000	36.90	63.10
SUPER_GRC2	109900000	36.26	63.74
SUPER_GRC2	110000000	36.34	63.66
SUPER_GRC2	110100000	37.06	62.94
SUPER_GRC2	110200000	36.52	63.48
SUPER_GRC2	110300000	35.93	63.97
SUPER_GRC2	110400000	36.36	63.54
SUPER_GRC2	110500000	36.51	63.49
SUPER_GRC2	110600000	36.30	63.70
SUPER_GRC2	110700000	36.12	63.88
SUPER_GRC2	110800000	35.66	64.34
SUPER_GRC2	110900000	35.40	64.60
SUPER_GRC2	111000000	35.62	64.38
SUPER_GRC2	111100000	36.51	63.49
SUPER_GRC2	111200000	37.16	62.84
